college_name,state,stream,affiliation,website,placement_officer_name,placement_email,placement_phone,backup_emails_found,backup_phones_found,fallback_contact_email,fallback_contact_phone,confidence_score,source_urls,email_verified,last_scraped,status,outreach_status
Indian Institute of Petroleum and Energy,Andhra Pradesh,Engineering,,https://iipe.ac.in/,,,,"ugadmissions@iipe.ac.in, office@iipe.ac.in",+91-9908423552,ugadmissions@iipe.ac.in,+91-9908423552,95,https://iipe.ac.in/,0,2026-08-03T12:51:54+00:00,Needs Follow-up,New
Indian Institute of Petroleum and Energy Visakhapatnam,Andhra Pradesh,Engineering,,https://www.indianmotorcycle.com/en-us,,,,,,,,60,https://www.indianmotorcycle.com/en-us,0,2026-08-02T12:28:21+00:00,Failed,New
Indian Institute of Technology Dharwad,Karnataka,Engineering,,https://www.indianmotorcycle.com/en-us,,,,,,,,60,https://www.indianmotorcycle.com/en-us,0,2026-08-02T10:54:45+00:00,Failed,New
Indian Institute of Technology Madras,Tamil Nadu,Engineering,Anna University,https://doms.iitm.ac.in/index.php/placment/placement-activities,,placement@iitm.ac.in,,,,placement@iitm.ac.in,+91-4422575551,0,,0,,Needs Follow-up,New
Indian Institute of Technology Tirupati,Andhra Pradesh,Engineering,,https://www.iisertirupati.ac.in/,,,,,,,,100,,0,2026-08-02T12:28:00+00:00,Failed,New
Indian Institute of Technology Tirupati (IITTP),Andhra Pradesh,Engineering,"Various Deemed Universities (GITAM, KLEF, VFSTR, Vignan, Amrita)",https://iittp.ac.in,,iittirupati@iittp.ac.in,,,,iittirupati@iittp.ac.in,+91-8772503042,0,,0,,Needs Follow-up,New
Indus Business School,Andhra Pradesh,Engineering,,https://www.industechnology.com/,,,,bd@industechnology.com,"+91-6192992555, +91-8509193093, +91-6192992444",bd@industechnology.com,+91-6192992555,70,"https://www.industechnology.com/careers/, https://www.industechnology.com/contact/, https://www.industechnology.com/contact, https://www.industechnology.com/about/, https://www.industechnology.com/about, https://www.industechnology.com/, https://www.industechnology.com/financial-management-services/, https://www.industechnology.com/locations/",0,2026-08-02T11:31:33+00:00,Needs Follow-up,New
Institute of Aeronautical Engineering,Andhra Pradesh,Engineering,"Various Deemed Universities (GITAM, KLEF, VFSTR, Vignan, Amrita)",http://www.iare.ac.in,,info@iare.ac.in,,,"+91-9154678975, +91-9154678976, +91-4029705852, +91-9154678977",info@iare.ac.in,+91-9154379624,0,,0,,Needs Follow-up,New
International Institute of Business Studies,Karnataka,BCA,Bangalore University,https://www.iibs.edu.in/,,admission@iibsonline.com,,,,admission@iibsonline.com,+91-9620248214,0,,0,,Needs Follow-up,New
"International Institute of Business Studies - [IIBS], Bangalore",Karnataka,BCA,Bangalore University,https://www.iibs.edu.in/current-placement,,admission@iibsonline.com,,,+91-9986415333,admission@iibsonline.com,+91-9620248214,0,,0,,Needs Follow-up,New
"International Institute of Business Studies airport(new airport), Bangalore",Karnataka,BCA,,https://www.international.com/products/trucks,,,,,,,,60,,0,2026-08-02T13:43:22+00:00,Failed,New
"International Institute of Information Technology, Hyderabad",Andhra Pradesh,Engineering,"Various Deemed Universities (GITAM, KLEF, VFSTR, Vignan, Amrita)",https://www.iiit.ac.in/mr-jayadev-head-of-placement-awarded-best-placement-brand-marketing-officer-at-world-education-congress-2012-conferred-the-best-placement-brand-marketing-officer-award-by-the-star/,,placements@iiit.ac.in,,,,placements@iiit.ac.in,+91-4066531250,0,,0,,Needs Follow-up,New
International Institute of Management Studies,Andhra Pradesh,Engineering,,https://www.iimshillong.ac.in/,,,,,,,,80,,0,2026-08-03T09:55:58+00:00,Failed,New
J K C College Guntur,Andhra Pradesh,BCA,,http://www.jkcc.ac.in/,,,,"jkccoff@gmail.com, info@medic.com","+91-9949361406, +91-9908489473, +91-8632351062, +91-8632230368",jkccoff@gmail.com,+91-9949361406,65,"http://www.jkcc.ac.in/placements.php, http://www.jkcc.ac.in/aboutjkc.php, http://www.jkcc.ac.in/, http://www.jkcc.ac.in/pgdirector.php, http://www.jkcc.ac.in/admissions.php, http://www.jkcc.ac.in/iqac.php, http://www.jkcc.ac.in/examresult.php, http://www.jkcc.ac.in/rti.php",0,2026-08-02T15:41:33+00:00,Needs Follow-up,New
"J.S.S. Academy of Technical Education, Bangalore",Karnataka,Engineering,VTU,http://www.jssateb.ac.in,,info@jssateb.ac.in,,principal@jssateb.ac.in,"+91-9900928583, +91-9916253458, +91-9448771562",info@jssateb.ac.in,+91-9448234414,0,,0,,Needs Follow-up,New
J.S.S. College for Women,Karnataka,BCA,University of Mysore,http://jsscw.in/,,jsscw.principal@gmail.com,,,,jsscw.principal@gmail.com,+91-8212548239,0,,0,,Needs Follow-up,New
"JNTUA CEA Anantapur - JNTUA College of Engineering, Anantapur",Andhra Pradesh,Engineering,,https://www.jntuacea.ac.in/,,,,,,,,100,https://www.jntuacea.ac.in/,0,2026-08-02T12:32:54+00:00,Failed,New
JNTUA College of Engineering,Andhra Pradesh,Engineering,JNTUK,https://allegiance-educare.in/college/jntua-college-of-engineering,,allegiance.educare@gmail.com,,"viceprincipal.cea@jntua.ac.in, oas1.cea@jntua.ac.in, oas2.cea@jntua.ac.in, viceprincipal.cea@jntua.ac.in, oas1.cea@jntua.ac.in, oas2.cea@jntua.ac.in",+91-8554272083,allegiance.educare@gmail.com,+91-8554273013,0,,0,,Needs Follow-up,New
JNTUA College of Engineering - [JNTUA CEK],Andhra Pradesh,Engineering,JNTUK,https://www.jntuacea.ac.in/,,placements.cea@jntua.ac.in,,,,placements.cea@jntua.ac.in,,0,,0,,Needs Follow-up,New
"JNTUH College of Engineering, Hyderabad",Andhra Pradesh,Engineering,"Various Deemed Universities (GITAM, KLEF, VFSTR, Vignan, Amrita)",http://jntuh.ac.in/new/academic/contacts_us.html,,pa2registrar@jntuh.ac.in,,,,pa2registrar@jntuh.ac.in,,0,,0,,Needs Follow-up,New
JSS Science and Technology University Mysore,Karnataka,BCA,,https://jssuni.edu.in/JSSWeb/WebShowFromDB.aspx?K=ak08105404424ef77b-ca1e-448f-99e0-b8ba499693f6,,,,lifesciences@jssuni.edu.in,"+91-8212548326, +91-9740390666, +91-9980889207",lifesciences@jssuni.edu.in,+91-8212548326,55,"https://jssuni.edu.in/jssaher/Dept-of-Nutrition-and-Dietetics, https://jssuni.edu.in/jssaher/research",0,2026-08-02T13:51:03+00:00,Needs Follow-up,New
"JSS Science and Technology University, Mysuru",Karnataka,Engineering,,https://www.sciencedirect.com/journal/journal-of-systems-and-software,,,,,,,,60,,0,2026-08-03T10:08:23+00:00,Failed,New
"J[]avikasa Institute of Technology, Bangalore",Karnataka,Engineering,VTU,https://jvitedu.in/placement-and-sap-training/,,principaljvit@gmail.com,,"principal@jvitedu.in, po.jvitech@gmail.com",,principaljvit@gmail.com,+91-9880826883,0,,0,,Needs Follow-up,New
"Jagan Institute of Management Studies, Rohini",Andhra Pradesh,Engineering,,https://www.jimsrohini.org/,,,+91-9871097501,admissions@jimsindia.org,+91-8510962221,admissions@jimsindia.org,,65,"https://www.jimsrohini.org/placementcontact.aspx, https://www.jimsrohini.org/placement-highlights.aspx, https://www.jimsrohini.org/careeratjims.aspx, https://www.jimsrohini.org/, https://www.jimsrohini.org/pgdm.aspx, https://www.jimsrohini.org/programs-snippet.aspx, https://www.jimsrohini.org/jims-top-mba-colleges.aspx, https://www.jimsrohini.org/edc-news.aspx",0,2026-08-03T13:59:01+00:00,Needs Follow-up,New
"Jain College of Engineering, Belgaum",Karnataka,Engineering,VTU,https://www.jce.ac.in/placements/,,placements@jainbgm.in,,placements@jainbgm.in,+91-9620912034,info@jainbgm.in,+91-8312411192,0,,0,,Needs Follow-up,New
"Jawaharlal Nehru New College of Engineering, Shimoga",Karnataka,Engineering,,https://jnnce.ac.in/jnndemo/aboutjnnce.html,,placement@jnnce.ac.in,+91-9844072512,sharathnsogi5@jnnce.ac.in,+91-8182268806,,,100,"https://jnnce.ac.in/jnndemo/placement.html, https://jnnce.ac.in/jnndemo/contact.html, https://jnnce.ac.in/jnndemo/aboutjnnce.html, https://jnnce.ac.in/jnndemo/deptrai.html, https://jnnce.ac.in/jnndemo/gallery.html, https://jnnce.ac.in/jnndemo/phd.html, https://jnnce.ac.in/jnndemo/iste.html, https://jnnce.ac.in/jnndemo/prospectus.html",0,2026-08-03T08:50:17+00:00,Verified,New
"Jawaharlal Nehru Technological University, Kakinada",Andhra Pradesh,Engineering,JNTUK,https://www.jntuk.edu.in/,,registrar@jntuk.edu.in,,"directoruaacjntuh@gmail.com, directoruaacjntuh@gmail.com",+91-8554272083,registrar@jntuk.edu.in,+91-8554273013,0,,0,,Needs Follow-up,New
Jerusalem College of Engineering,Tamil Nadu,Engineering,Anna University,https://jerusalemengg.ac.in/placement/placement-team.php,,admission@jerusalemengg.ac.in,,"placement@jerusalem-engg.ac.in, harithajaiml@jerusalemengg.ac.in, thamaraiselvivgad@jerusalemengg.ac.in, parameshwariaiml@jerusalemengg.ac.in, purnimas@jerusalemengg.ac.in, vinodhiniscs@jerusalemengg.ac.in, malathybcsbs@jerusalemengg.ac.in, devipriya@jerusalemengg.ac.in, sasaranya.ece@jerusalemengg.ac.in, arunprasad.it@jerusalemengg.ac.in, arul.jce@gmail.com, jerusalemengg@gmail.com, placement@jerusalem-engg.ac.in, harithajaiml@jerusalemengg.ac.in, thamaraiselvivgad@jerusalemengg.ac.in, parameshwariaiml@jerusalemengg.ac.in, purnimas@jerusalemengg.ac.in, vinodhiniscs@jerusalemengg.ac.in, malathybcsbs@jerusalemengg.ac.in, devipriya@jerusalemengg.ac.in, sasaranya.ece@jerusalemengg.ac.in, arunprasad.it@jerusalemengg.ac.in, arul.jce@gmail.com, jerusalemengg@gmail.com","+91-8825407964, +91-6381491608, +91-8056131546, +91-7824819160, +91-9597682720, +91-9884168307, +91-8925115414, +91-9677435875, +91-9629800811, +91-9566885724, +91-9894284665, +91-9840721704, +91-4466199500",admission@jerusalemengg.ac.in,+91-7540037999,0,,0,,Needs Follow-up,New
"Jnanavikasa Institute of Technology, Bangalore",Karnataka,Engineering,VTU,http://www.jvitedu.in/,,po.jvitech@gmail.com,,"principaljvit@gmail.com, principal@jvitedu.in",,po.jvitech@gmail.com,+91-9880826883,0,,0,,Needs Follow-up,New
Justice Basheer Ahmed Sayeed College for Women,Tamil Nadu,BCA,,https://www.jbascollege.edu.in/,,,,helpdesk@jbascollege.edu.in,,helpdesk@jbascollege.edu.in,,85,"https://www.jbascollege.edu.in/article/about-committee.html, https://www.jbascollege.edu.in/video/2019, https://www.jbascollege.edu.in/feedback.php, https://www.jbascollege.edu.in/article/establishmentofiqaccell1.html, https://www.jbascollege.edu.in/article/yoga-class-document.html, https://www.jbascollege.edu.in/article/star-college-scheme.html, https://www.jbascollege.edu.in/article/skill-and-edp-ii.html, https://www.jbascollege.edu.in/article/governing-body.html",0,2026-08-02T15:01:39+00:00,Needs Follow-up,New
Jyoti Nivas College Autonomous,Karnataka,BCA,Bangalore University,https://jyotinivas.org/,,info@jyotinivas.org,,admission2026@jyotinivas.org,,info@jyotinivas.org,+91-8025530137,0,,0,,Needs Follow-up,New
"K Ramakrishnan College of Technology, Tiruchirappalli",Tamil Nadu,Engineering,,https://krct.ac.in/,,,,,,admissions@krct.ac.in,+91-9095013777,65,,0,2026-08-02T11:25:14+00:00,Failed,New
K S INSTITUTE OF TECHNOLOGY,Karnataka,Engineering,,https://www.ksit.ac.in/,,,+91-9900710055,,,,+91-9900710055,80,"https://www.ksit.ac.in/approvals, https://www.ksit.ac.in/mech_dept, https://www.ksit.ac.in/ece_dept, https://www.ksit.ac.in/grivance_redressal_committee, https://www.ksit.ac.in/physics_dept",0,2026-08-02T10:44:53+00:00,Failed,New
K. S. Rangasamy College of Technology,Tamil Nadu,Engineering,Anna University,https://ksrct.ac.in/,,placement@ksrct.ac.in,,"office@ksrct.ac.in, info@ksrct.ac.in, care@ksrct.ac.in, office@ksrct.ac.in, info@ksrct.ac.in, care@ksrct.ac.in","+91-9445588688, +91-4288274741",placement@ksrct.ac.in,+91-6369716179,0,,0,,Needs Follow-up,New
"K.C.T. Engineering College, Gulbarga",Karnataka,Engineering,VTU,https://kctengineering.edu.in/placement/,,placements@kctengineering.edu.in,,placements@kctengineering.edu.in,,principal@kctengineering.edu.in,+91-8472258020,0,,0,,Needs Follow-up,New
"K.L.E. Institute of Technology, Hubballi",Karnataka,Engineering,VTU,https://www.kleit.ac.in/,,principal@kleit.ac.in,,,,principal@kleit.ac.in,+91-8362232681,0,,0,,Needs Follow-up,New
"K.L.S. Viswanathrao Deshpande Rural Institute of Technology, Haliyal",Karnataka,Engineering,VTU,https://klsvdit.edu.in/,,principal@klsvdit.edu.in,,,+91-8284220861,principal@klsvdit.edu.in,+91-9448420102,0,,0,,Needs Follow-up,New
"K.N.S. Institute of Technology, Bangalore",Karnataka,Engineering,VTU,http://www.knsit.com/,,admissions@knsit.com,,placement@knsit.com,+91-9900033935,admissions@knsit.com,+91-9900033939,0,,0,,Needs Follow-up,New
K.S.R.M. College of Engineering Kadapa,Andhra Pradesh,Engineering,,https://www.ksrmce.ac.in/,,,+91-8143731980,"principal@ksrmce.ac.in, ksrmcengg@yahoo.co.in","+91-8562295972, +91-9000073434",principal@ksrmce.ac.in,,100,"https://www.ksrmce.ac.in/, https://www.ksrmce.ac.in/pptraining.php",0,2026-08-02T12:15:03+00:00,Needs Follow-up,New
KAHE,Tamil Nadu,BCA,Anna University,https://kahedu.edu.in/placement/training-and-placement-cell/,,info@kahedu.edu.in,,,,info@kahedu.edu.in,,0,,0,,Needs Follow-up,New
KARNATAK LAW SOCIETY'S GOGTE INSTITUTE OF TECHNOLOGY (KLS GOGTE INSTITUTE OF TECHNOLOGY),Karnataka,Engineering,,http://git.edu/,,placementcell@git.edu,+91-8312405500,"placementcell@git.eduphone, careers@git.edu, careers@git.eduthe, careers@git.edu.the","+91-8312441909, +91-8050409975",,,100,"https://git.edu/campus-life/placements, https://git.edu/careers, https://git.edu/about-kls-git, http://git.edu/, https://git.edu/alumni, https://git.edu/campus-life/clubs, https://git.edu/campus-life, https://git.edu/campus-life/sports",0,2026-08-03T09:36:15+00:00,Verified,New
KKR and KSR Institute of Technology and Sciences (KITS Guntur) Guntur,Andhra Pradesh,Engineering,,https://www.kitsguntur.ac.in/,,,,,,,,100,,0,2026-08-02T12:19:45+00:00,Failed,New
KL College of Engineering,Andhra Pradesh,Engineering,,https://klnce.edu/,,,,info@klnce.edu,,info@klnce.edu,,65,"https://klnce.edu/Careers/index.asp, https://klnce.edu/RD/AboutRDU.aspx, https://klnce.edu/AboutUs/President.aspx, https://klnce.edu/, https://klnce.edu/General/UGC_letters.html, https://klnce.edu/Academics/WorkingHours.aspx, https://klnce.edu/intranet/Library_Search.asp, https://klnce.edu/Resources/Hostel.aspx",0,2026-08-02T11:49:59+00:00,Needs Follow-up,New
"KL University Guntur - Koneru Lakshmaiah Education Foundation, Guntur",Andhra Pradesh,Engineering,,https://www.kluniversity.in/,,,,"pndoffice@kluniversity.in, shanmukh_fed@kluniversity.in, vijaymaruti@kluniversity.in, internationalrelations@kluniversity.in","+91-7997998383, +91-7997995727, +91-8645350200, +91-9849519527, +91-7815901716, +91-7815926834, +91-8632399999, +91-7997995693, +91-9502085459, +91-7997995696, +91-9949366189, +91-7997995700, +91-9666637614, +91-7997995703, +91-9966695455, +91-7997995734, +91-7997995699, +91-8764260006, +91-8873036616, +91-9386930243, +91-9439918198, +91-7997995712, +91-8809358143, +91-2200031905",pndoffice@kluniversity.in,+91-7997998383,70,"https://www.kluniversity.in/, https://www.kluniversity.in/site/teach-eval.htm, https://www.kluniversity.in/ba/default.aspx, https://www.kluniversity.in/admissions.aspx, https://www.kluniversity.in/applyonline2.aspx, https://www.kluniversity.in/pghowto.aspx, https://www.kluniversity.in/planning2/pb.html, https://www.kluniversity.in/cse1/default.aspx",0,2026-08-02T12:27:48+00:00,Needs Follow-up,New
KL University — Vijayawada (Guntur),Andhra Pradesh,Engineering,"Various Deemed Universities (GITAM, KLEF, VFSTR, Vignan, Amrita)",https://www.kluniversity.in,,placements@kluniversity.in,,,"+91-7997995727, +91-9849519527",placements@kluniversity.in,+91-7997998383,0,,0,,Needs Follow-up,New
KLE Society's Degree College,Karnataka,BCA,Bangalore University,https://www.klenagarbhavi.edu.in/placements,,placements@klenagarbhavi.edu.in,,"bca@klenagarbhavi.edu.in, kleadmission@klenagarbhavi.edu.in","+91-8660736466, +91-9513167755",placements@klenagarbhavi.edu.in,+91-8050297742,0,,0,,Needs Follow-up,New
KLE Society's S. Nijalingappa College,Karnataka,BCA,Bangalore University,https://www.klesnc.org/,,admissions@klesnc.org,,,,admissions@klesnc.org,+91-9141064927,0,,0,,Needs Follow-up,New
KLE Society's S. Nijalingappa College - [KLESNC],Karnataka,BCA,Bangalore University,https://klesnc.edu.in/,,info@klesnc.org,,,,info@klesnc.org,+91-8023526055,0,,0,,Needs Follow-up,New
"KLS GIT Belagavi - KLS Gogte Institute of Technology, Belagavi",Karnataka,Engineering,,https://git.edu/,,,,,,,+91-8312405500,65,"https://git.edu/, https://git.edu/about-kls-git",0,2026-08-02T11:00:21+00:00,Failed,New
"KPR Institute of Engineering and Technology, Coimbatore",Tamil Nadu,Engineering,,https://www.kpriet.edu.in/virtual-campus-tour,,,,,,,+91-4222635600,55,https://www.kpriet.edu.in/virtual-campus-tour,0,2026-08-02T16:38:11+00:00,Failed,New
"KS School of Engineering and Management, Bangalore",Karnataka,Engineering,,https://kssem.edu.in/,,,,,"+91-9900710055, +91-7411565702",,+91-9900710055,65,"https://kssem.edu.in/, https://kssem.edu.in/cse_sf_2019-20, https://kssem.edu.in/c2-2-1, https://kssem.edu.in/c3-3-3, https://kssem.edu.in/efdp-2015-16, https://kssem.edu.in/c1-3-3, https://kssem.edu.in/c2-6-2, https://kssem.edu.in/coursesOffered",0,2026-08-03T11:33:43+00:00,Needs Follow-up,New
"KVG College of Engineering, Sullia",Karnataka,Engineering,VTU,https://kvgengg.com/index.php,,office@kvgce.ac.in,,,,office@kvgce.ac.in,+91-8257231141,0,,0,,Needs Follow-up,New
Kalasalingam Academy BE /B.Tech,Tamil Nadu,Engineering,,https://www.kalasalingam.ac.in/about-us,,,,,,coe@klu.ac.in,+91-4563289042,90,,0,2026-08-02T16:32:00+00:00,Failed,New
Kalasalingam Academy of Research and Education,Tamil Nadu,Engineering,,https://www.kalasalingam.ac.in/about-us,,,,coe@klu.ac.in,"+91-4563289042, +91-7397760760",coe@klu.ac.in,+91-4563289042,90,https://www.kalasalingam.ac.in/about-us,0,2026-08-02T16:24:27+00:00,Needs Follow-up,New
"Kalpatharu Institute of Technology, Tiptur",Karnataka,Engineering,VTU,https://kittiptur.ac.in,,9916070553info@kittiptur.ac.in,,principal@kittiptur.ac.in,"+91-8134251267, +91-9740016919",info@kittiptur.ac.in,+91-9916070553,0,,0,,Needs Follow-up,New
"Kammavari Sangha Institute of Technology, Bangalore",Karnataka,Engineering,VTU,http://www.ksit.ac.in,,principal@ksit.edu.in,,,,principal@ksit.edu.in,+91-9900710055,0,,0,,Needs Follow-up,New
"Karavali Institute of Technology, Mangalore",Karnataka,Engineering,VTU,https://karavalicollege.com/?course=karavali-college-of-interior-design,,info@karavalicollege.ac.in,,,,info@karavalicollege.ac.in,+91-8242455656,0,,0,,Needs Follow-up,New
Karnatak University - [KU],Karnataka,BCA,University of Mysore,http://www.kud.ac.in,,registrar@kud.ac.in,,,,registrar@kud.ac.in,,0,,0,,Needs Follow-up,New
"Karpagam College of Engineering, Coimbatore",Tamil Nadu,Engineering,,https://karpagamtech.ac.in/,,,+91-8220333850,,"+91-8220333750, +91-8220333620, +91-9150041886, +91-8220333790, +91-9384049306, +91-7373000133, +91-7373001555, +91-7373000140, +91-8428211211, +91-8220559423, +91-9791593131, +91-7373007725, +91-9894301801, +91-9791704485",,+91-8220333850,85,"https://karpagamtech.ac.in/placement-details/, https://karpagamtech.ac.in/webinar-based-training-on-infytq-module-4/, https://karpagamtech.ac.in/about-us/, https://karpagamtech.ac.in/tnscst-sponsored-national-level-seminar-on-revolutionizing-agriculture-with-machine-learning-on-12th-february-2025/, https://karpagamtech.ac.in/fronius-new-solutions-skill-centre/, https://karpagamtech.ac.in/admission/, https://karpagamtech.ac.in/nss/, https://karpagamtech.ac.in/best-team-award-among-thefirst-time-participants/",0,2026-08-02T11:23:45+00:00,Needs Follow-up,New
